document_url,question_type,question
https://medlineplus.gov/druginfo/meds/a682707.html,storage and disposal,What should I know about storage and disposal of Papaverine ?
https://medlineplus.gov/druginfo/meds/a682229.html,usage,How should Pyridostigmine be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a682003.html,storage and disposal,What should I know about storage and disposal of Megestrol ?
https://medlineplus.gov/druginfo/meds/a605011.html,emergency or overdose,What to do in case of emergency or overdose of Ganciclovir ?
https://medlineplus.gov/druginfo/meds/a694015.html,side effects,What are the side effects or risks of Risperidone ?
https://medlineplus.gov/druginfo/meds/a609015.html,precautions,Are there safety concerns or special precautions about Granisetron Transdermal Patch ?
https://medlineplus.gov/druginfo/meds/a682481.html,side effects,What are the side effects or risks of Tolbutamide ?
https://medlineplus.gov/druginfo/meds/a699023.html,important warning,What important warning or information should I know about Rosiglitazone ?
https://medlineplus.gov/druginfo/meds/a612009.html,storage and disposal,What should I know about storage and disposal of Vemurafenib ?
https://medlineplus.gov/druginfo/meds/a614001.html,side effects,What are the side effects or risks of Ertapenem Injection ?
https://medlineplus.gov/druginfo/meds/a612017.html,precautions,Are there safety concerns or special precautions about Axitinib ?
https://medlineplus.gov/druginfo/meds/a607045.html,storage and disposal,What should I know about storage and disposal of Telbivudine ?
https://medlineplus.gov/druginfo/meds/a682396.html,side effects,What are the side effects or risks of Quinidine Oral ?
https://medlineplus.gov/druginfo/meds/a682050.html,emergency or overdose,What to do in case of emergency or overdose of Oxazepam ?
https://medlineplus.gov/druginfo/meds/a603028.html,side effects,What are the side effects or risks of Almotriptan ?
https://medlineplus.gov/druginfo/meds/a603035.html,side effects,What are the side effects or risks of Vardenafil ?
https://medlineplus.gov/druginfo/meds/a601048.html,storage and disposal,What should I know about storage and disposal of Ergotamine and Caffeine ?
https://medlineplus.gov/druginfo/meds/a601070.html,important warning,What important warning or information should I know about Lisinopril and Hydrochlorothiazide ?
https://medlineplus.gov/druginfo/meds/a686011.html,side effects,What are the side effects or risks of Levobunolol Ophthalmic ?
https://medlineplus.gov/druginfo/meds/a682866.html,side effects,What are the side effects or risks of Hydroxyzine ?
https://medlineplus.gov/druginfo/meds/a609028.html,precautions,Are there safety concerns or special precautions about Lacosamide ?
https://medlineplus.gov/druginfo/meds/a613026.html,storage and disposal,What should I know about storage and disposal of Alogliptin ?
https://medlineplus.gov/druginfo/meds/a695033.html,important warning,What important warning or information should I know about Bupropion ?
https://medlineplus.gov/druginfo/meds/a698010.html,indication,Who should get Imiquimod Topical and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a602017.html,side effects,What are the side effects or risks of Perindopril ?
https://medlineplus.gov/druginfo/meds/a682338.html,side effects,What are the side effects or risks of Lactulose ?
https://medlineplus.gov/druginfo/meds/a682338.html,indication,Who should get Lactulose and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a602006.html,important warning,What important warning or information should I know about Ethinyl Estradiol and Norelgestromin Transdermal Patch ?
https://medlineplus.gov/druginfo/meds/a601038.html,side effects,What are the side effects or risks of Cilostazol ?
https://medlineplus.gov/druginfo/meds/a603010.html,usage,How should Adalimumab Injection be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a604019.html,indication,"Who should get Neomycin, Polymyxin, and Bacitracin Ophthalmic and why is it prescribed ?"
https://medlineplus.gov/druginfo/meds/a682579.html,storage and disposal,What should I know about storage and disposal of Methocarbamol ?
https://medlineplus.gov/druginfo/meds/a686002.html,indication,Who should get Gemfibrozil and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a601009.html,usage,"How should Acetaminophen, Butalbital, and Caffeine be used and what is the dosage ?"
https://medlineplus.gov/druginfo/meds/a682130.html,side effects,What are the side effects or risks of Sulfadiazine ?
https://medlineplus.gov/druginfo/meds/a682279.html,precautions,Are there safety concerns or special precautions about Clonazepam ?
https://medlineplus.gov/druginfo/meds/a601072.html,emergency or overdose,What to do in case of emergency or overdose of Magnesium Gluconate ?
https://medlineplus.gov/druginfo/meds/a614061.html,precautions,Are there safety concerns or special precautions about Blinatumomab Injection ?
https://medlineplus.gov/druginfo/meds/a608037.html,usage,How should Tacrolimus Injection be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a608041.html,storage and disposal,What should I know about storage and disposal of Certolizumab Injection ?
https://medlineplus.gov/druginfo/meds/a699052.html,indication,Who should get Balsalazide and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a611016.html,storage and disposal,What should I know about storage and disposal of Lurasidone ?
https://medlineplus.gov/druginfo/meds/a603025.html,emergency or overdose,What to do in case of emergency or overdose of Levalbuterol Oral Inhalation ?
https://medlineplus.gov/druginfo/meds/a615013.html,indication,Who should get Palbociclib and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a601107.html,usage,How should Reserpine be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a611014.html,indication,Who should get Ceftaroline Injection and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a684035.html,storage and disposal,What should I know about storage and disposal of Metoclopramide ?
https://medlineplus.gov/druginfo/meds/a615029.html,side effects,What are the side effects or risks of Amiloride ?
https://medlineplus.gov/druginfo/meds/a604008.html,storage and disposal,What should I know about storage and disposal of Tadalafil ?
https://medlineplus.gov/druginfo/meds/a607028.html,indication,Who should get Typhoid Vaccine and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a682050.html,side effects,What are the side effects or risks of Oxazepam ?
https://medlineplus.gov/druginfo/meds/a682581.html,emergency or overdose,What to do in case of emergency or overdose of Etidronate ?
https://medlineplus.gov/druginfo/meds/a612034.html,side effects,What are the side effects or risks of Asparaginase Erwinia chrysanthemi ?
https://medlineplus.gov/druginfo/meds/a688021.html,precautions,Are there safety concerns or special precautions about Mesalamine ?
https://medlineplus.gov/druginfo/meds/a601062.html,important warning,What important warning or information should I know about Idoxuridine Ophthalmic ?
https://medlineplus.gov/druginfo/meds/a604018.html,indication,Who should get Tiotropium Oral Inhalation and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a605035.html,indication,Who should get Ibandronate and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a612010.html,side effects,What are the side effects or risks of Vismodegib ?
https://medlineplus.gov/druginfo/meds/a604032.html,emergency or overdose,What to do in case of emergency or overdose of Ethinyl Estradiol and Etonogestrel Vaginal Ring ?
https://medlineplus.gov/druginfo/meds/a611046.html,usage,How should Abiraterone be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a682608.html,storage and disposal,What should I know about storage and disposal of Minoxidil Oral ?
https://medlineplus.gov/druginfo/meds/a698032.html,emergency or overdose,What to do in case of emergency or overdose of Paroxetine ?
https://medlineplus.gov/druginfo/meds/a608005.html,precautions,Are there safety concerns or special precautions about Apraclonidine Ophthalmic ?
https://medlineplus.gov/druginfo/meds/a605022.html,emergency or overdose,What to do in case of emergency or overdose of Voriconazole ?
https://medlineplus.gov/druginfo/meds/a612035.html,side effects,"What are the side effects or risks of Elvitegravir, Cobicistat, Emtricitabine, and Tenofovir ?"
https://medlineplus.gov/druginfo/meds/a607061.html,precautions,Are there safety concerns or special precautions about Arformoterol Oral Inhalation ?
https://medlineplus.gov/druginfo/meds/a601086.html,side effects,What are the side effects or risks of Nitroglycerin Sublingual ?
https://medlineplus.gov/druginfo/meds/a685001.html,usage,How should Amoxicillin be used and what is the dosage ?
https://medlineplus.gov/druginfo/meds/a609025.html,emergency or overdose,What to do in case of emergency or overdose of Difluprednate Ophthalmic ?
https://medlineplus.gov/druginfo/meds/a601235.html,emergency or overdose,What to do in case of emergency or overdose of Dofetilide ?
https://medlineplus.gov/druginfo/meds/a692020.html,precautions,Are there safety concerns or special precautions about Fosinopril ?
https://medlineplus.gov/druginfo/meds/a602024.html,side effects,What are the side effects or risks of Mometasone Nasal Spray ?
https://medlineplus.gov/druginfo/meds/a601117.html,precautions,Are there safety concerns or special precautions about Tacrolimus ?
https://medlineplus.gov/druginfo/meds/a605038.html,side effects,What are the side effects or risks of Ramelteon ?
https://medlineplus.gov/druginfo/meds/a605021.html,important warning,What important warning or information should I know about Valganciclovir ?
https://medlineplus.gov/druginfo/meds/a697015.html,storage and disposal,What should I know about storage and disposal of Valsartan ?
https://medlineplus.gov/druginfo/meds/a682860.html,precautions,Are there safety concerns or special precautions about Colistimethate Injection ?
https://medlineplus.gov/druginfo/meds/a614020.html,emergency or overdose,What to do in case of emergency or overdose of Luliconazole Topical ?
https://medlineplus.gov/druginfo/meds/a608050.html,indication,Who should get Mitotane and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a698029.html,indication,Who should get Rimantadine and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a613021.html,precautions,Are there safety concerns or special precautions about Vincristine Lipid Complex Injection ?
https://medlineplus.gov/druginfo/meds/a697011.html,indication,Who should get Etoposide Injection and why is it prescribed ?
https://medlineplus.gov/druginfo/meds/a612002.html,emergency or overdose,What to do in case of emergency or overdose of Linezolid Injection ?
https://medlineplus.gov/druginfo/meds/a613024.html,usage,How should Icosapent Ethyl be used and what is the dosage ?
